X,Y,OBJECTID,PROJECT_NA,AV_ADD,TOOLTIP,NLA_URL
-118.536090472068,34.2161173986394,1371,CORAL WOOD COURT,8025-39 RESEDA BLVD.,Project Name: CORAL WOOD COURT\nAddress: 8025-39 RESEDA BLVD.,navigatela/reports/affordable_housing.cfm?pk=1371
-118.508367183625,34.221374772837,1372,Village Pointe Apts.,17171 ROSCOE BLVD.,Project Name: Village Pointe Apts.\nAddress: 17171 ROSCOE BLVD.,navigatela/reports/affordable_housing.cfm?pk=1372
-118.459095975232,34.1513750251269,1373,14955 Dickens ST,14955 DICKENS STREET,Project Name: 14955 Dickens ST\nAddress: 14955 DICKENS STREET,navigatela/reports/affordable_housing.cfm?pk=1373
-118.454256388879,34.2012073131152,1374,Fountain Terrace,14757 SHERMAN WAY,Project Name: Fountain Terrace\nAddress: 14757 SHERMAN WAY,navigatela/reports/affordable_housing.cfm?pk=1374
-118.531724784589,34.190246746392,1375,Kittridge Park Villas,18303 KITTRIDGE STREET,Project Name: Kittridge Park Villas\nAddress: 18303 KITTRIDGE STREET,navigatela/reports/affordable_housing.cfm?pk=1375
-118.434053665627,34.1491652433408,1376,4334-4346 Matilija,4334 N. MATILIJA AVE.,Project Name: 4334-4346 Matilija\nAddress: 4334 N. MATILIJA AVE.,navigatela/reports/affordable_housing.cfm?pk=1376
-118.454156660909,34.1554201544713,1377,4646 Natick,4646 N. NATICK AVE.,Project Name: 4646 Natick\nAddress: 4646 N. NATICK AVE.,navigatela/reports/affordable_housing.cfm?pk=1377
-118.449863046395,34.1550965506856,1378,4621 Vista Del Monte,4621 N. VISTA DEL MONTE AVE.,Project Name: 4621 Vista Del Monte\nAddress: 4621 N. VISTA DEL MONTE AVE.,navigatela/reports/affordable_housing.cfm?pk=1378
-118.533960249866,34.2409642598196,1379,Villa Vincennes,18411 W. VINCENNES ST.,Project Name: Villa Vincennes\nAddress: 18411 W. VINCENNES ST.,navigatela/reports/affordable_housing.cfm?pk=1379
-118.437002562543,34.1503641014259,1380,The New Yorker,13951 W. MOORPARK ST.,Project Name: The New Yorker\nAddress: 13951 W. MOORPARK ST.,navigatela/reports/affordable_housing.cfm?pk=1380
-118.500009136501,34.2266840805669,1381,Balboa Place,16901 W. NAPA ST.,Project Name: Balboa Place\nAddress: 16901 W. NAPA ST.,navigatela/reports/affordable_housing.cfm?pk=1381
-118.300541020773,34.1009144950223,1382,Barnsdall Court Apts,1632 N. NORMANDIE AVE.,Project Name: Barnsdall Court Apts\nAddress: 1632 N. NORMANDIE AVE.,navigatela/reports/affordable_housing.cfm?pk=1382
-118.195187311461,34.0758616646911,1383,Mission Village,4001 N. MISSION RD.,Project Name: Mission Village\nAddress: 4001 N. MISSION RD.,navigatela/reports/affordable_housing.cfm?pk=1383
-118.536095533189,34.2437637769381,1384,Park Ridge Apts,9555 N. RESEDA BLVD.,Project Name: Park Ridge Apts\nAddress: 9555 N. RESEDA BLVD.,navigatela/reports/affordable_housing.cfm?pk=1384
-118.262126295482,34.0432657501314,1385,Olympic Hope,1029 S. HOPE ST.,Project Name: Olympic Hope\nAddress: 1029 S. HOPE ST.,navigatela/reports/affordable_housing.cfm?pk=1385
-118.275105235126,34.0343894333933,1386,Alegria Apts-II,1953 S. ESTRELLA AVE.,Project Name: Alegria Apts-II\nAddress: 1953 S. ESTRELLA AVE.,navigatela/reports/affordable_housing.cfm?pk=1386
-118.278786028106,34.0474701611224,1387,Central City Apartments/1,1810 W. 12TH ST.,Project Name: Central City Apartments/1\nAddress: 1810 W. 12TH ST.,navigatela/reports/affordable_housing.cfm?pk=1387
-118.26907069626,34.0490132609422,1388,Central City Apartments/3,1315 W. JAMES M. WOOD BLVD.,Project Name: Central City Apartments/3\nAddress: 1315 W. JAMES M. WOOD BLVD.,navigatela/reports/affordable_housing.cfm?pk=1388
-118.278706483146,34.0557477406327,1389,CENTRAL CITY FAMILY HOUSING (AKA CENTRAL CITY APTS/2),746 S. LAKE ST.,Project Name: CENTRAL CITY FAMILY HOUSING (AKA CENTRAL CITY APTS/2)\nAddress: 746 S. LAKE ST.,navigatela/reports/affordable_housing.cfm?pk=1389
-118.385880038162,34.2734698022965,1390,LAKEVIEW MANOR,11681 FOOTHILL BLVD.,Project Name: LAKEVIEW MANOR\nAddress: 11681 FOOTHILL BLVD.,navigatela/reports/affordable_housing.cfm?pk=1390
-118.293708230754,34.0073319162647,1391,Preservation I Project,1051 W. 42ND PL.,Project Name: Preservation I Project\nAddress: 1051 W. 42ND PL.,navigatela/reports/affordable_housing.cfm?pk=1391
-118.29375662083,34.0073320049526,1392,Preservation I Project,1057 W. 42ND PL.,Project Name: Preservation I Project\nAddress: 1057 W. 42ND PL.,navigatela/reports/affordable_housing.cfm?pk=1392
-118.285427633885,34.032344497655,1393,Preservation I Project,1156 W. ADAMS BLVD.,Project Name: Preservation I Project\nAddress: 1156 W. ADAMS BLVD.,navigatela/reports/affordable_housing.cfm?pk=1393
-118.315717945592,34.0326690339959,1394,Preservation I Project,2263 W. ADAMS BLVD.,Project Name: Preservation I Project\nAddress: 2263 W. ADAMS BLVD.,navigatela/reports/affordable_housing.cfm?pk=1394
-118.2952170759,34.0229582340959,1395,Preservation II Project,1225 W. 36TH ST.,Project Name: Preservation II Project\nAddress: 1225 W. 36TH ST.,navigatela/reports/affordable_housing.cfm?pk=1395
-118.310358834793,33.9990235537902,1396,Preservation II Project,1758 W. 49TH STREET,Project Name: Preservation II Project\nAddress: 1758 W. 49TH STREET,navigatela/reports/affordable_housing.cfm?pk=1396
-118.270137194473,33.9965525206742,1397,Preservation II Project,300 E. 51ST ST.,Project Name: Preservation II Project\nAddress: 300 E. 51ST ST.,navigatela/reports/affordable_housing.cfm?pk=1397
-118.302786186542,34.0317357574697,1398,Preservation II Project,2647 S. HALLDALE AVE.,Project Name: Preservation II Project\nAddress: 2647 S. HALLDALE AVE.,navigatela/reports/affordable_housing.cfm?pk=1398
-118.292566650448,34.0209796739806,1399,Preservation III Project,1122 W 37TH DR.,Project Name: Preservation III Project\nAddress: 1122 W 37TH DR.,navigatela/reports/affordable_housing.cfm?pk=1399
-118.300401516419,33.9858897124148,1400,Preservation III Project,1407 W. 60TH PL.,Project Name: Preservation III Project\nAddress: 1407 W. 60TH PL.,navigatela/reports/affordable_housing.cfm?pk=1400
-118.354587705101,34.0490075067145,1401,Preservation III Project,1358 S BURNSIDE AVE.,Project Name: Preservation III Project\nAddress: 1358 S BURNSIDE AVE.,navigatela/reports/affordable_housing.cfm?pk=1401
-118.324751334093,34.0036844896243,1402,Preservation III Project,2908 W. VERNON AVE.,Project Name: Preservation III Project\nAddress: 2908 W. VERNON AVE.,navigatela/reports/affordable_housing.cfm?pk=1402
-118.302068248754,34.0518727275711,1403,Preservation V Project,1042 S. ARDMORE AVE.,Project Name: Preservation V Project\nAddress: 1042 S. ARDMORE AVE.,navigatela/reports/affordable_housing.cfm?pk=1403
-118.303087650965,34.0588609224303,1404,743 S. KINGSLEY DR. APTS.,743 S. KINGSLEY DR.,Project Name: 743 S. KINGSLEY DR. APTS.\nAddress: 743 S. KINGSLEY DR.,navigatela/reports/affordable_housing.cfm?pk=1404
-118.371413061057,34.2139182958642,1405,Arminta North/South#1 - 1 loan/2 parcels,11051 ARMINTA STREET (+11038),Project Name: Arminta North/South#1 - 1 loan/2 parcels\nAddress: 11051 ARMINTA STREET (+11038),navigatela/reports/affordable_housing.cfm?pk=1405
-118.312212931173,34.0591317901837,1406,KUM SUCK KIM,735 S. GRAMERCY DR.,Project Name: KUM SUCK KIM\nAddress: 735 S. GRAMERCY DR.,navigatela/reports/affordable_housing.cfm?pk=1406
-118.450590147068,34.2413907320108,1407,"Ridgeview Manor, Inc.",14610-14620 W. GLEDHILL ST.,"Project Name: Ridgeview Manor, Inc.\nAddress: 14610-14620 W. GLEDHILL ST.",navigatela/reports/affordable_housing.cfm?pk=1407
-118.258062336132,34.1001391379914,1408,JACK H. PLIMPTON NEW HOPE APTS,2301 BRIER AVE.,Project Name: JACK H. PLIMPTON NEW HOPE APTS\nAddress: 2301 BRIER AVE.,navigatela/reports/affordable_housing.cfm?pk=1408
-118.289942495763,34.0669115823336,1409,La Adobe Limited,404 S. SHATTO PL.,Project Name: La Adobe Limited\nAddress: 404 S. SHATTO PL.,navigatela/reports/affordable_housing.cfm?pk=1409
-118.454790928382,34.0422873267954,1410,1626 S. BARRINGTON AVENUE APTS,1626 S. BARRINGTON AVE.,Project Name: 1626 S. BARRINGTON AVENUE APTS\nAddress: 1626 S. BARRINGTON AVE.,navigatela/reports/affordable_housing.cfm?pk=1410
-118.451874564312,34.203027098659,1411,14630 WYANDOTTE ST APTS,14630 W. WYANDOTTE ST.,Project Name: 14630 WYANDOTTE ST APTS\nAddress: 14630 W. WYANDOTTE ST.,navigatela/reports/affordable_housing.cfm?pk=1411
-118.440004043621,34.2021761025778,1412,7250 HAZELTINE AVENUE APTS,7250 N. HAZELTINE AVE.,Project Name: 7250 HAZELTINE AVENUE APTS\nAddress: 7250 N. HAZELTINE AVE.,navigatela/reports/affordable_housing.cfm?pk=1412
-118.267964620065,34.0497421519825,1413,1209 W. 8TH ST APTS,1209 W. 8TH ST.,Project Name: 1209 W. 8TH ST APTS\nAddress: 1209 W. 8TH ST.,navigatela/reports/affordable_housing.cfm?pk=1413
-118.306905103929,34.0327198160226,1414,ADAMS SENIOR HOUSING,1925 W. ADAMS BLVD.,Project Name: ADAMS SENIOR HOUSING\nAddress: 1925 W. ADAMS BLVD.,navigatela/reports/affordable_housing.cfm?pk=1414
-118.438026288707,34.0345378538063,1415,ROBERT & CLAIRE HERON,11300 EXPOSITION BLVD.,Project Name: ROBERT & CLAIRE HERON\nAddress: 11300 EXPOSITION BLVD.,navigatela/reports/affordable_housing.cfm?pk=1415
-118.442342539879,34.0411004925549,1416,2033 S. BELOIT AVENUE APTS,2033 S. BELOIT AVE.,Project Name: 2033 S. BELOIT AVENUE APTS\nAddress: 2033 S. BELOIT AVE.,navigatela/reports/affordable_housing.cfm?pk=1416
-118.448513605331,34.0415725211772,1417,1845 BUTLER AVENUE APTS,1845 S. BUTLER AVE.,Project Name: 1845 BUTLER AVENUE APTS\nAddress: 1845 S. BUTLER AVE.,navigatela/reports/affordable_housing.cfm?pk=1417
-118.420533835585,34.0503202621362,1418,2201 S. BEVERLY GLEN BLVD APTS,2201 S. BEVERLY GLEN BLVD.,Project Name: 2201 S. BEVERLY GLEN BLVD APTS\nAddress: 2201 S. BEVERLY GLEN BLVD.,navigatela/reports/affordable_housing.cfm?pk=1418
-118.433020018715,34.0485309824925,1419,MAJESTIC WOODS CORP.,1948-1958 S. MALCOLM AVE.,Project Name: MAJESTIC WOODS CORP.\nAddress: 1948-1958 S. MALCOLM AVE.,navigatela/reports/affordable_housing.cfm?pk=1419
-118.265809904521,34.0671032780007,1420,245 N. BURLINGTON AVENUE APTS,245 N. BURLINGTON AVE.,Project Name: 245 N. BURLINGTON AVENUE APTS\nAddress: 245 N. BURLINGTON AVE.,navigatela/reports/affordable_housing.cfm?pk=1420
-118.27199704315,34.0572203158694,1421,625 S. BURLINGTON AVENUE APTS,625 S. BURLINGTON AVE.,Project Name: 625 S. BURLINGTON AVENUE APTS\nAddress: 625 S. BURLINGTON AVE.,navigatela/reports/affordable_housing.cfm?pk=1421
-118.471038299706,33.9931733397574,1422,420 Broadway St,420 E. BROADWAY ST,Project Name: 420 Broadway St\nAddress: 420 E. BROADWAY ST,navigatela/reports/affordable_housing.cfm?pk=1422
-118.273146205171,34.0597978290112,1423,Westlake City Lights,507 S. WESTLAKE AVE.,Project Name: Westlake City Lights\nAddress: 507 S. WESTLAKE AVE.,navigatela/reports/affordable_housing.cfm?pk=1423
-118.31727765624,34.1005055670626,1424,Mayur Town Homes,5846 W. CARLTON WAY,Project Name: Mayur Town Homes\nAddress: 5846 W. CARLTON WAY,navigatela/reports/affordable_housing.cfm?pk=1424
-118.263786882212,34.00920874186,1425,678 E. 41ST STREET APTS,678 E. 41ST ST.,Project Name: 678 E. 41ST STREET APTS\nAddress: 678 E. 41ST ST.,navigatela/reports/affordable_housing.cfm?pk=1425
-118.463212595925,34.237554030902,1426,9205 BURNET AVENUE APTS,9205 N. BURNET AVE.,Project Name: 9205 BURNET AVENUE APTS\nAddress: 9205 N. BURNET AVE.,navigatela/reports/affordable_housing.cfm?pk=1426
-118.44730508023,33.9853850043987,1427,Essex Portfolio LP,3324 S THATCHER AV,Project Name: Essex Portfolio LP\nAddress: 3324 S THATCHER AV,navigatela/reports/affordable_housing.cfm?pk=1427
-118.280720201812,34.0634120678533,1428,SYCAMORE VILLAGE (TRAMORE APTS),523 S. RAMPART BLVD.,Project Name: SYCAMORE VILLAGE (TRAMORE APTS)\nAddress: 523 S. RAMPART BLVD.,navigatela/reports/affordable_housing.cfm?pk=1428
-118.377915916383,34.1739932933775,1429,11337 COLLINS STREET APTS,11337 COLLINS ST.,Project Name: 11337 COLLINS STREET APTS\nAddress: 11337 COLLINS ST.,navigatela/reports/affordable_housing.cfm?pk=1429
-118.341689827519,34.0309986622972,1430,2806 West Blvd.,2806 S. WEST BLVD.,Project Name: 2806 West Blvd.\nAddress: 2806 S. WEST BLVD.,navigatela/reports/affordable_housing.cfm?pk=1430
-118.320877212188,34.1004754194256,1431,6016 CARLTON WAY,6016 W. CARLTON WAY,Project Name: 6016 CARLTON WAY\nAddress: 6016 W. CARLTON WAY,navigatela/reports/affordable_housing.cfm?pk=1431
-118.329376786891,33.9845888663735,1432,6101 11TH AVENUE Apts,6101 S. 11TH AVE.,Project Name: 6101 11TH AVENUE Apts\nAddress: 6101 S. 11TH AVE.,navigatela/reports/affordable_housing.cfm?pk=1432
-118.552179116123,34.2272586820031,1433,19237 BRYANT STREET,19237 W. BRYANT ST.,Project Name: 19237 BRYANT STREET\nAddress: 19237 W. BRYANT ST.,navigatela/reports/affordable_housing.cfm?pk=1433
-118.324951983561,34.092574049057,1434,6223 LEXINGTON AVENUE,6223 W. LEXINGTON AVE.,Project Name: 6223 LEXINGTON AVENUE\nAddress: 6223 W. LEXINGTON AVE.,navigatela/reports/affordable_housing.cfm?pk=1434
-118.377869482976,34.2015660040666,1435,7219 BAKMAN AVENUE apts,7219 N. BAKMAN AVE.,Project Name: 7219 BAKMAN AVENUE apts\nAddress: 7219 N. BAKMAN AVE.,navigatela/reports/affordable_housing.cfm?pk=1435
-118.604420205596,34.2020350188055,1436,7254 VASSAR AVENUE,7254 N. VASSAR AVENUE,Project Name: 7254 VASSAR AVENUE\nAddress: 7254 N. VASSAR AVENUE,navigatela/reports/affordable_housing.cfm?pk=1436
-118.368881632396,34.0330005494517,1437,2573 S. SPAULDING Ave. apts,2573 S. SPAULDING AVE.,Project Name: 2573 S. SPAULDING Ave. apts\nAddress: 2573 S. SPAULDING AVE.,navigatela/reports/affordable_housing.cfm?pk=1437
-118.270160626306,34.0594058693769,1438,450 S. BURLINGTON,450 S. BURLINGTON AVE.,Project Name: 450 S. BURLINGTON\nAddress: 450 S. BURLINGTON AVE.,navigatela/reports/affordable_housing.cfm?pk=1438
-118.432577999477,34.14872379997,1439,4320 MAMMOTH AVENUE apts,4320 MAMMOTH AVE.,Project Name: 4320 MAMMOTH AVENUE apts\nAddress: 4320 MAMMOTH AVE.,navigatela/reports/affordable_housing.cfm?pk=1439
-118.422510476208,34.1509999345032,1440,4420 FULTON AVENUE apts,4420 N. FULTON AVE.,Project Name: 4420 FULTON AVENUE apts\nAddress: 4420 N. FULTON AVE.,navigatela/reports/affordable_housing.cfm?pk=1440
-118.45091528693,34.1523477997064,1441,4438 VESPER AVENUE,4438 N. VESPER AVE.,Project Name: 4438 VESPER AVENUE\nAddress: 4438 N. VESPER AVE.,navigatela/reports/affordable_housing.cfm?pk=1441
-118.436578476931,34.1531552758871,1442,4505 COLBATH AVENUE apts,4505 N. COLBATH AVE.,Project Name: 4505 COLBATH AVENUE apts\nAddress: 4505 N. COLBATH AVE.,navigatela/reports/affordable_housing.cfm?pk=1442
-118.436578083512,34.153263877577,1443,4511 COLBATH AVENUE apts,4511 N. COLBATH AVE.,Project Name: 4511 COLBATH AVENUE apts\nAddress: 4511 N. COLBATH AVE.,navigatela/reports/affordable_housing.cfm?pk=1443
-118.269161403681,34.0584291560049,1444,509 S. UNION DRIVE,509 S. UNION DR.,Project Name: 509 S. UNION DRIVE\nAddress: 509 S. UNION DR.,navigatela/reports/affordable_housing.cfm?pk=1444
-118.436575728439,34.1539154958146,1445,4547colBATH AVENUE apts,4547 N. COLBATH AVE.,Project Name: 4547colBATH AVENUE apts\nAddress: 4547 N. COLBATH AVE.,navigatela/reports/affordable_housing.cfm?pk=1445
-118.455244340963,34.1546242112146,1446,4607 Willis Ave,4607 N. WILLIS AVE.,Project Name: 4607 Willis Ave\nAddress: 4607 N. WILLIS AVE.,navigatela/reports/affordable_housing.cfm?pk=1446
-118.44986264369,34.1552096899678,1447,4629 Vista Del Monte Apts,4629 N. VISTA DEL MONTE AVE.,Project Name: 4629 Vista Del Monte Apts\nAddress: 4629 N. VISTA DEL MONTE AVE.,navigatela/reports/affordable_housing.cfm?pk=1447
-118.41376906779,34.1589898179956,1448,4839 COLDWATER CANYON Blvd apts,4839 N. COLDWATER CANYON BLVD.,Project Name: 4839 COLDWATER CANYON Blvd apts\nAddress: 4839 N. COLDWATER CANYON BLVD.,navigatela/reports/affordable_housing.cfm?pk=1448
-118.318774314943,34.1004888351505,1449,5922 CARLTON WAY,5922 W. CARLTON WAY,Project Name: 5922 CARLTON WAY\nAddress: 5922 W. CARLTON WAY,navigatela/reports/affordable_housing.cfm?pk=1449
-118.361509268442,34.1653521291341,1450,5225 CAHUENGA Blvd apts,5225 N. CAHUENGA BLVD.,Project Name: 5225 CAHUENGA Blvd apts\nAddress: 5225 N. CAHUENGA BLVD.,navigatela/reports/affordable_housing.cfm?pk=1450
-118.36151507538,34.1668569273835,1451,5316 CAHUENGA Blvd. Apts,5316 N. CAHUENGA BLVD.,Project Name: 5316 CAHUENGA Blvd. Apts\nAddress: 5316 N. CAHUENGA BLVD.,navigatela/reports/affordable_housing.cfm?pk=1451
-118.314831947839,34.1005023376011,1452,5738 Carlton Way,5738 W. CARLTON WAY,Project Name: 5738 Carlton Way\nAddress: 5738 W. CARLTON WAY,navigatela/reports/affordable_housing.cfm?pk=1452
-118.605606741873,34.1761692709356,1453,5807 Topanga Cnyn Blvd Apts,5807 N. TOPANGA CANYON BLVD.,Project Name: 5807 Topanga Cnyn Blvd Apts\nAddress: 5807 N. TOPANGA CANYON BLVD.,navigatela/reports/affordable_housing.cfm?pk=1453
-118.318574992317,34.1004910638274,1454,5916 CARLTON WAY,5916 W. CARLTON WAY,Project Name: 5916 CARLTON WAY\nAddress: 5916 W. CARLTON WAY,navigatela/reports/affordable_housing.cfm?pk=1454
-118.293606058907,34.2559655100446,1455,Apperson Street Apartments-2,7412 W. APPERSON ST.,Project Name: Apperson Street Apartments-2\nAddress: 7412 W. APPERSON ST.,navigatela/reports/affordable_housing.cfm?pk=1455
-118.311637147625,34.047201046999,1456,PICO GRAMERCY APTS. (AKA ARIRANG HOUSING),3201 W PICO BLVD.,Project Name: PICO GRAMERCY APTS. (AKA ARIRANG HOUSING)\nAddress: 3201 W PICO BLVD.,navigatela/reports/affordable_housing.cfm?pk=1456
-118.536087288445,34.2156984203573,1457,8001 RESEDA BOULEVARD,8001 RESEDA BLVD.,Project Name: 8001 RESEDA BOULEVARD\nAddress: 8001 RESEDA BLVD.,navigatela/reports/affordable_housing.cfm?pk=1457
-118.599057624875,34.2049569277187,1458,7414 ALABAMA AVENUE,7414 N. ALABAMA AVE.,Project Name: 7414 ALABAMA AVENUE\nAddress: 7414 N. ALABAMA AVE.,navigatela/reports/affordable_housing.cfm?pk=1458
-118.599057110257,34.2052043687981,1459,7428 ALABAMA AVENUE,7428 N. ALABAMA AVE.,Project Name: 7428 ALABAMA AVENUE\nAddress: 7428 N. ALABAMA AVE.,navigatela/reports/affordable_housing.cfm?pk=1459
-118.531730918263,34.2251879407681,1460,8523 Etiwanda Ave Apts,8523 N. ETIWANDA AVE.,Project Name: 8523 Etiwanda Ave Apts\nAddress: 8523 N. ETIWANDA AVE.,navigatela/reports/affordable_housing.cfm?pk=1460
-118.465452707585,34.2271073994096,1461,8634 COLUMBUS AVENUE,8634 N. COLUMBUS AVE.,Project Name: 8634 COLUMBUS AVENUE\nAddress: 8634 N. COLUMBUS AVE.,navigatela/reports/affordable_housing.cfm?pk=1461
-118.603601539678,34.2286222615069,1462,8720 TOPANGA CANYON Blvd apts,8720 N. TOPANGA CANYON BLVD.,Project Name: 8720 TOPANGA CANYON Blvd apts\nAddress: 8720 N. TOPANGA CANYON BLVD.,navigatela/reports/affordable_housing.cfm?pk=1462
-118.532359495846,34.2292309558444,1463,8724 ETIWANDA apts,8724 N. ETIWANDA AVE.,Project Name: 8724 ETIWANDA apts\nAddress: 8724 N. ETIWANDA AVE.,navigatela/reports/affordable_housing.cfm?pk=1463
-118.472031537276,34.2292194272198,1464,8750 ORION AVENUE,8750 N. ORION AVE.,Project Name: 8750 ORION AVENUE\nAddress: 8750 N. ORION AVE.,navigatela/reports/affordable_housing.cfm?pk=1464
-118.254055889433,33.9483350751587,1465,9700 SOUTH CENTRAL AVENUE apts,9700 S. CENTRAL AVE.,Project Name: 9700 SOUTH CENTRAL AVENUE apts\nAddress: 9700 S. CENTRAL AVE.,navigatela/reports/affordable_housing.cfm?pk=1465
-118.292379058132,34.0209794081523,1466,Billy G. Mills Manor/2,1115 W. 37TH ST.,Project Name: Billy G. Mills Manor/2\nAddress: 1115 W. 37TH ST.,navigatela/reports/affordable_housing.cfm?pk=1466
-118.472016165696,34.2302273393263,1467,8805 ORION AVENUE,8805 N. ORION AVE.,Project Name: 8805 ORION AVENUE\nAddress: 8805 N. ORION AVE.,navigatela/reports/affordable_housing.cfm?pk=1467
-118.471995592633,34.2323045151594,1468,OROZCO VILLAS,8920 ORION AVE.,Project Name: OROZCO VILLAS\nAddress: 8920 ORION AVE.,navigatela/reports/affordable_housing.cfm?pk=1468
-118.377364803694,34.1633663117406,1469,BAKMAN VILLAS APARTMENTS,5118 N. BAKMAN AVE.,Project Name: BAKMAN VILLAS APARTMENTS\nAddress: 5118 N. BAKMAN AVE.,navigatela/reports/affordable_housing.cfm?pk=1469
-118.320946709846,34.1004752348504,1470,CARLTON APARTMENTS,6021 W. CARLTON WAY,Project Name: CARLTON APARTMENTS\nAddress: 6021 W. CARLTON WAY,navigatela/reports/affordable_housing.cfm?pk=1470
-118.498375070555,34.2647492264599,1471,16820 Chatsworth St Apts,16820 W. CHATSWORTH ST.,Project Name: 16820 Chatsworth St Apts\nAddress: 16820 W. CHATSWORTH ST.,navigatela/reports/affordable_housing.cfm?pk=1471
-118.378073186958,34.0403199297674,1472,CHARITON APTS.,2010 CHARITON ST.,Project Name: CHARITON APTS.\nAddress: 2010 CHARITON ST.,navigatela/reports/affordable_housing.cfm?pk=1472
-118.597333949569,34.2579720933645,1473,CHATEAU CANOGA,10340 N. CANOGA AVE.,Project Name: CHATEAU CANOGA\nAddress: 10340 N. CANOGA AVE.,navigatela/reports/affordable_housing.cfm?pk=1473
-118.321294195961,34.1004743104789,1474,CHATEAU CARLTON,6040 W. CARLTON WAY,Project Name: CHATEAU CARLTON\nAddress: 6040 W. CARLTON WAY,navigatela/reports/affordable_housing.cfm?pk=1474
-118.274669380408,34.0531089378783,1475,Burlington Arms,817 S. BURLINGTON AVE.,Project Name: Burlington Arms\nAddress: 817 S. BURLINGTON AVE.,navigatela/reports/affordable_housing.cfm?pk=1475
-118.453600602883,34.1826490107632,1476,DELANO II,14722 DELANO ST.,Project Name: DELANO II\nAddress: 14722 DELANO ST.,navigatela/reports/affordable_housing.cfm?pk=1476
-118.303642358399,34.1017672603474,1477,EL ADOBE STUDIO BUILDING,5205 W. HOLLYWOOD BLVD.,Project Name: EL ADOBE STUDIO BUILDING\nAddress: 5205 W. HOLLYWOOD BLVD.,navigatela/reports/affordable_housing.cfm?pk=1477
-118.47203940668,34.2288011492667,1478,GARCIA MARQUEZ VILLA I APARTMENTS,8727 ORION AVE.,Project Name: GARCIA MARQUEZ VILLA I APARTMENTS\nAddress: 8727 ORION AVE.,navigatela/reports/affordable_housing.cfm?pk=1478
-118.379841219209,34.0423741518078,1479,"CORNING PROPERTIES INVESTMENT, LLC",1936 S. CORNING ST.,"Project Name: CORNING PROPERTIES INVESTMENT, LLC\nAddress: 1936 S. CORNING ST.",navigatela/reports/affordable_housing.cfm?pk=1479
-118.502897658243,34.2792924475334,1480,17026 Rinaldi St Apts,17026 W. RINALDI ST.,Project Name: 17026 Rinaldi St Apts\nAddress: 17026 W. RINALDI ST.,navigatela/reports/affordable_housing.cfm?pk=1480
-118.557929206419,34.2246493853701,1481,Headway House,8500 N. SHIRLEY AVE.,Project Name: Headway House\nAddress: 8500 N. SHIRLEY AVE.,navigatela/reports/affordable_housing.cfm?pk=1481
-118.472036783556,34.2289405755517,1482,GARCIA MARQUEZ VILLA II APARTMENTS,8735 ORION AVE.,Project Name: GARCIA MARQUEZ VILLA II APARTMENTS\nAddress: 8735 ORION AVE.,navigatela/reports/affordable_housing.cfm?pk=1482
-118.363196453677,34.0372111708952,1483,JUAN DUARTE,2239 S. MARVIN AVE.,Project Name: JUAN DUARTE\nAddress: 2239 S. MARVIN AVE.,navigatela/reports/affordable_housing.cfm?pk=1483
-118.320109337321,34.09693910969,1484,Hollywoodlands II,1438 N. GORDON ST.,Project Name: Hollywoodlands II\nAddress: 1438 N. GORDON ST.,navigatela/reports/affordable_housing.cfm?pk=1484
-118.333250329129,34.0334429200092,1485,LA TOWNHOMES,2557 S. BRONSON AVE.,Project Name: LA TOWNHOMES\nAddress: 2557 S. BRONSON AVE.,navigatela/reports/affordable_housing.cfm?pk=1485
-118.523609799168,34.2218515227564,1486,"LAWRENCE, C/A",17926 W. SCHOENBORN ST.,"Project Name: LAWRENCE, C/A\nAddress: 17926 W. SCHOENBORN ST.",navigatela/reports/affordable_housing.cfm?pk=1486
-118.455963505025,34.186682154323,1487,"LEDERER, MICHAEL",14830 W. VICTORY BLVD.,"Project Name: LEDERER, MICHAEL\nAddress: 14830 W. VICTORY BLVD.",navigatela/reports/affordable_housing.cfm?pk=1487
-118.317998134026,34.0994683555069,1488,LITOV/BAER FAMILY TRUSTS & SHICHOR D & P,1555 N. BRONSON AVE.,Project Name: LITOV/BAER FAMILY TRUSTS & SHICHOR D & P\nAddress: 1555 N. BRONSON AVE.,navigatela/reports/affordable_housing.cfm?pk=1488
-118.536078759368,34.2145722201309,1489,RESEDA VILLAGE,7939 RESEDA BVLD.,Project Name: RESEDA VILLAGE\nAddress: 7939 RESEDA BVLD.,navigatela/reports/affordable_housing.cfm?pk=1489
-118.53609458568,34.2442912092964,1490,SOPHIA RIDGE APARTMENTS,9585 N. RESEDA BLVD.,Project Name: SOPHIA RIDGE APARTMENTS\nAddress: 9585 N. RESEDA BLVD.,navigatela/reports/affordable_housing.cfm?pk=1490
-118.479721647225,34.1939232659454,1491,15919 vanowen st. apts,15919 W. VANOWEN ST.,Project Name: 15919 vanowen st. apts\nAddress: 15919 W. VANOWEN ST.,navigatela/reports/affordable_housing.cfm?pk=1491
-118.523353132502,34.2513204661028,1492,MOUNTAIN VIEW APARTMENTS,9950 N. ZELZAH AVE.,Project Name: MOUNTAIN VIEW APARTMENTS\nAddress: 9950 N. ZELZAH AVE.,navigatela/reports/affordable_housing.cfm?pk=1492
